Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6897395624642879,0.6646524910380971
Gailtal,0.0,0.7385828106136567
Feistritz,0.4348998832438027,0.43038748568235996
Paltental,0.7405195304375227,0.7176086012430669
Pitztal,0.5444209831886613,0.5816025201440445
Silbertal,0.7161923465688091,0.7125758451711266
