Catchment,AI_hg,AI_tw,EI_hg,EI_tw,w_hg,w_tw
Defreggental,0.5820430928682988,0.4569226406709233,0.28356655951510823,0.3137759414941388,1.443326014786681,1.7233232871324324
Gailtal,0.0,0.3759393988243686,0.0,0.28851730321274216,NaN,1.8343927626868126
Feistritz,0.7762821420822618,0.6455717564639273,0.5517630230616961,0.5644806628051233,2.224728763103485,3.0255748021495905
Paltental,0.541833308506698,0.4246716039059214,0.30709587460483756,0.3187717319741392,1.5504504131763719,1.851284388418266
Pitztal,0.5958840033067374,0.44132741497321504,0.4408946613363902,0.430515627333099,2.056330648348416,3.863371269589289
Silbertal,0.36018694524725126,0.30131016786692755,0.2625032063580257,0.27986452286506447,1.715813191337315,2.4448182066799133
