Catchment,AI_hg,EI,w_hg
Defreggental,0.5820430928682988,0.28356655951510823,1.443326014786681
Gailtal,0.0,0.0,NaN
Feistritz,0.7762821420822618,0.5517630230616961,2.224728763103485
Paltental,0.541833308506698,0.30709587460483756,1.5504504131763719
Pitztal,0.5958840033067374,0.4408946613363902,2.056330648348416
Silbertal,0.36018694524725126,0.2625032063580257,1.715813191337315
