Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6949121695222849,0.6527798566279026
Gailtal,0.0,0.7095970418254849
Feistritz,0.43539745785892325,0.4336731250260901
Paltental,0.7335512522898961,0.687623541901867
Pitztal,0.5004734434037978,0.5149409132950808
Silbertal,0.7166767108101655,0.6724482980706081
