Catchment,AI_hg,EI,w_hg
Defreggental,0.6848121912016094,0.3125178893129772,1.443326014786681
Gailtal,0.0,0.0,NaN
Feistritz,0.9806052417007625,0.6282079158701999,2.224728763103485
Paltental,0.601384601859159,0.3280084125526188,1.5504504131763719
Pitztal,0.6665151634234742,0.4748326075262663,2.056330648348416
Silbertal,0.4495676050990186,0.3087357979818546,1.715813191337315
