Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6860931133130561,0.6430842300148718
Gailtal,0.0,0.7128378173466186
Feistritz,0.4552418575000734,0.45242516562368595
Paltental,0.726756883662697,0.6819735077070159
Pitztal,0.5030365886980026,0.4878258338340866
Silbertal,0.7136047315968055,0.6866697397881671
