Catchment,AI_tw,EI,w_tw
Defreggental,0.5145253007665423,0.3282398788746481,1.6689052653871779
Gailtal,0.33545971161335375,0.26286949543295846,1.8241643257229865
Feistritz,0.6199284595853862,0.547574834376314,3.0255748021495905
Paltental,0.343339158100988,0.2825804196203425,1.962401446491349
Pitztal,0.4221947819646143,0.41306253886542565,3.863371269589289
Silbertal,0.3143299385602086,0.29058663003723506,2.4448182066799133
