Catchment,AI_tw,EI,w_tw
Defreggental,0.4361951063212142,0.30358533209143834,1.7233232871324324
Gailtal,0.38038393952994026,0.2911220594557231,1.8343927626868126
Feistritz,0.679892522713236,0.5862104040144474,3.0255748021495905
Paltental,0.4344806258940853,0.32420259369768,1.851284388418266
Pitztal,0.45083687771364894,0.43911221760647123,3.863371269589289
Silbertal,0.3492642782367581,0.3186926232337659,2.4448182066799133
