Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6838703020435386,0.6598249340420443
Gailtal,0.0,0.7260315305758098
Feistritz,0.4150051559276795,0.4141015486137585
Paltental,0.7280622312765286,0.7033328267272567
Pitztal,0.5285641910895886,0.5572715129710542
Silbertal,0.6822888399108586,0.6694237565384931
