1.807,1.126,0.855,0.559,0.413,2.293,0.393,1.615,1.433,0.097,0.0166,2.542,0.7279,0.595,0.329,0.64,13.168935289630076,10.232944768126993,0.45077938429247605,0.929
1.807,1.126,0.855,0.559,0.413,2.293,0.393,1.615,1.433,0.097,0.0166,2.542,0.7279,0.595,0.329,3.91,7.7189352896300765,7.2929447681269925,0.590779384292476,0.929
1.807,1.126,0.855,0.559,0.413,2.293,0.393,1.615,1.433,0.097,0.0166,2.542,0.7279,0.595,0.329,0.71,14.478935289630076,11.282944768126992,0.49077938429247603,0.929
1.807,1.126,0.855,0.559,0.413,2.293,0.393,1.615,1.433,0.097,0.0166,2.542,0.7279,0.595,0.329,6.03,12.228935289630076,6.632944768126992,0.33077938429247605,0.929
1.807,1.126,0.855,0.559,0.413,2.293,0.393,1.615,1.433,0.097,0.0166,2.542,0.7279,0.595,0.329,2.71,14.158935289630076,8.742944768126993,0.5407793842924761,0.929
1.807,1.126,0.855,0.559,0.413,2.293,0.393,1.615,1.433,0.097,0.0166,2.542,0.7279,0.595,0.329,0.35000000000000003,12.688935289630077,6.952944768126993,0.570779384292476,0.929
1.807,1.126,0.855,0.559,0.413,2.293,0.393,1.615,1.433,0.097,0.0166,2.542,0.7279,0.595,0.329,0.07,10.178935289630076,10.002944768126993,0.45077938429247605,0.929
1.807,1.126,0.855,0.559,0.413,2.293,0.393,1.615,1.433,0.097,0.0166,2.542,0.7279,0.595,0.329,1.97,12.458935289630077,8.162944768126993,0.510779384292476,0.929
1.807,1.126,0.855,0.559,0.413,2.293,0.393,1.615,1.433,0.097,0.0166,2.542,0.7279,0.595,0.329,1.74,11.208935289630077,7.5429447681269925,0.40077938429247606,0.929
1.807,1.126,0.855,0.559,0.413,2.293,0.393,1.615,1.433,0.097,0.0166,2.542,0.7279,0.595,0.329,2.3000000000000003,8.488935289630076,7.492944768126993,0.49077938429247603,0.929
0.419,1.229,0.462,0.981,0.406,1.337,0.39,0.276,2.099,0.078,0.0091,2.859,0.9209,0.544,0.425,2.5500000000000003,10.858935289630075,7.872944768126993,0.6507793842924761,1.133
0.419,1.229,0.462,0.981,0.406,1.337,0.39,0.276,2.099,0.078,0.0091,2.859,0.9209,0.544,0.425,4.93,12.548935289630077,9.992944768126993,0.6507793842924761,1.133
0.419,1.229,0.462,0.981,0.406,1.337,0.39,0.276,2.099,0.078,0.0091,2.859,0.9209,0.544,0.425,4.5600000000000005,7.388935289630076,7.152944768126993,0.520779384292476,1.133
0.419,1.229,0.462,0.981,0.406,1.337,0.39,0.276,2.099,0.078,0.0091,2.859,0.9209,0.544,0.425,4.18,12.878935289630075,8.542944768126993,0.6507793842924761,1.133
0.419,1.229,0.462,0.981,0.406,1.337,0.39,0.276,2.099,0.078,0.0091,2.859,0.9209,0.544,0.425,7.12,15.518935289630075,9.502944768126993,0.5307793842924761,1.133
0.419,1.229,0.462,0.981,0.406,1.337,0.39,0.276,2.099,0.078,0.0091,2.859,0.9209,0.544,0.425,4.0200000000000005,7.938935289630076,7.602944768126992,0.480779384292476,1.133
0.419,1.229,0.462,0.981,0.406,1.337,0.39,0.276,2.099,0.078,0.0091,2.859,0.9209,0.544,0.425,0.12,10.048935289630077,6.7129447681269925,0.34077938429247606,1.133
0.419,1.229,0.462,0.981,0.406,1.337,0.39,0.276,2.099,0.078,0.0091,2.859,0.9209,0.544,0.425,9.32,10.788935289630075,10.692944768126992,0.500779384292476,1.133
0.419,1.229,0.462,0.981,0.406,1.337,0.39,0.276,2.099,0.078,0.0091,2.859,0.9209,0.544,0.425,0.58,14.408935289630076,10.992944768126993,0.620779384292476,1.133
0.419,1.229,0.462,0.981,0.406,1.337,0.39,0.276,2.099,0.078,0.0091,2.859,0.9209,0.544,0.425,3.83,10.098935289630075,8.622944768126992,0.630779384292476,1.133
1.623,1.869,1.07,1.361,0.636,2.765,1.009,2.19,1.159,0.395,0.0207,2.116,0.594,0.379,0.368,1.35,8.578935289630076,7.122944768126993,0.610779384292476,1.153
1.623,1.869,1.07,1.361,0.636,2.765,1.009,2.19,1.159,0.395,0.0207,2.116,0.594,0.379,0.368,4.37,8.308935289630076,6.7529447681269925,0.360779384292476,1.153
1.623,1.869,1.07,1.361,0.636,2.765,1.009,2.19,1.159,0.395,0.0207,2.116,0.594,0.379,0.368,7.46,13.988935289630076,12.512944768126992,0.600779384292476,1.153
1.623,1.869,1.07,1.361,0.636,2.765,1.009,2.19,1.159,0.395,0.0207,2.116,0.594,0.379,0.368,3.99,8.858935289630075,8.182944768126992,0.480779384292476,1.153
1.623,1.869,1.07,1.361,0.636,2.765,1.009,2.19,1.159,0.395,0.0207,2.116,0.594,0.379,0.368,5.1000000000000005,8.658935289630076,8.612944768126994,0.620779384292476,1.153
1.623,1.869,1.07,1.361,0.636,2.765,1.009,2.19,1.159,0.395,0.0207,2.116,0.594,0.379,0.368,3.41,15.568935289630076,9.972944768126993,0.5607793842924761,1.153
1.623,1.869,1.07,1.361,0.636,2.765,1.009,2.19,1.159,0.395,0.0207,2.116,0.594,0.379,0.368,8.08,12.238935289630076,8.732944768126993,0.5407793842924761,1.153
1.623,1.869,1.07,1.361,0.636,2.765,1.009,2.19,1.159,0.395,0.0207,2.116,0.594,0.379,0.368,0.48,12.998935289630076,7.0429447681269925,0.41077938429247607,1.153
1.623,1.869,1.07,1.361,0.636,2.765,1.009,2.19,1.159,0.395,0.0207,2.116,0.594,0.379,0.368,1.94,10.938935289630077,7.262944768126992,0.41077938429247607,1.153
